Fri Mar 13 16:44:38 +0000 2020	1238506263711035393	1238506263711035393	The world should come learn how to tackle #CoronaOutbreak from Nigeria 🇳🇬	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	796734648	796734648	Ifeanyichukwu	CharlesEnwere	Lagos, Nigeria	Intelligence is Timeless.	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:42:27 +0000 2020	1238505713904779264	1238505713904779264	Hello ladies, get in here.Who needs this beautiful makeup kit?It's going for free 💯 and the offer lasts till Su… https://t.co/jEYy5s9Peo	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0180b3ce4727c856', 'url': 'https://api.twitter.com/1.1/geo/id/0180b3ce4727c856.json', 'place_type': 'admin', 'name': 'Delta', 'full_name': 'Delta, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[5.02008, 5.010849], [5.02008, 6.502068], [6.768461, 6.502068], [6.768461, 5.010849]]]}, 'attributes': {}}	None	140670573	140670573	Ogbaifo Oreva	McRevOreva	Asaba, Nigeria	Entrepreneur🎯 Husband in view 👪Singer🎶🎶Financial freedom advocate+2348066747812	0180b3ce4727c856	https://api.twitter.com/1.1/geo/id/0180b3ce4727c856.json	admin	Delta	Delta, Nigeria	NG	Nigeria	NULL	Polygon	[[[5.02008, 5.010849], [5.02008, 6.502068], [6.768461, 6.502068], [6.768461, 5.010849]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:38:47 +0000 2020	1238504792084885505	1238504792084885505	@ least with the recent virus outbreak, violence go reduce, rather than people coming to blows over issues, you wil… https://t.co/YdzDZgpq7Z	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01ed1f9a43bfb9bd', 'url': 'https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json', 'place_type': 'city', 'name': 'Victoria Island', 'full_name': 'Victoria Island, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]}, 'attributes': {}}	None	4778277231	4778277231	💦 🇳🇬 MC GABIN 🇳🇬 💦	mcgabin007	Lagos, Nigeria	#Contentcreator#Webdeveloper#digitalmarketer #designthinker (IBM certified)#Podcaster what did fela say? @jamitfmUI/UX Designer#follow4followback	01ed1f9a43bfb9bd	https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json	city	Victoria Island	Victoria Island, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:32:10 +0000 2020	1238503127093063681	1238503127093063681	How old is the daughter of the man that got married to a 12 year old girl? #CoronaOutbreak #COVID19Nigeria… https://t.co/YODbyWNmGG	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	1648318819	1648318819	#ENDsarsNow	_AKATAIN	Abuja nigeria	IG @_akatain link for the full version of #myirestory https://my.notjustok.com/track/320524/akatain-ire-c	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:31:59 +0000 2020	1238503083270967299	1238503083270967299	Set To be a Dead and Boring Weekend for football Lovers all over the world. Regardless, #CoronaOutbreak #COVID19… https://t.co/YlIINmTkdc	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01eddd9d0dbec2c8', 'url': 'https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json', 'place_type': 'city', 'name': 'Ikeja', 'full_name': 'Ikeja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]}, 'attributes': {}}	None	466270067	466270067	aPalmPlantedByTheWaters💧🌴	Ayodejiroo9	Nigeria	Interior Designer-majors in walls&floors,windows (epoxy,3D panels&papers,blinds)|Ex-Futarian,BTech EstateManagement|LeadVolunteer IITNigeria|@fandksavings Agent	01eddd9d0dbec2c8	https://api.twitter.com/1.1/geo/id/01eddd9d0dbec2c8.json	city	Ikeja	Ikeja, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.198942, 6.482676], [3.198942, 6.698546], [3.43719, 6.698546], [3.43719, 6.482676]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:28:37 +0000 2020	1238502234700369920	1238502234700369920	Suitcase cake for a boss. Just take a look at those details y’all. Our very aim is to beat your expectations.… https://t.co/lxAVS1Y5oy	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	3557809756	3557809756	Aine’s bake shop🇳🇬🎂	ainesbakeshop	Abuja	Bespoke cakes that resonate with your style| pastries | 4 days preorder | find us on FB/IG @ainesbakeshop call 08109479631 #abujaTwittercommunity	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:20:22 +0000 2020	1238500159572643840	1238500159572643840	Could this be true? Corona had been predicted before??#COVID19 #Covid_19 #CoronaOutbreak #coronavirusinKenya… https://t.co/X1HUqOqVgq	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01cba65c41c20b24', 'url': 'https://api.twitter.com/1.1/geo/id/01cba65c41c20b24.json', 'place_type': 'city', 'name': 'Ilorin', 'full_name': 'Ilorin, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.475251, 8.414557], [4.475251, 8.545302], [4.625297, 8.545302], [4.625297, 8.414557]]]}, 'attributes': {}}	None	2623275819	2623275819	shy	Ola_Of_Ilorin	Ilorin, Nigeria	Fish Farmer|| Information And Comm scientist|| Certified Digital marketer by @google || DM for Ads and Promo🙏	01cba65c41c20b24	https://api.twitter.com/1.1/geo/id/01cba65c41c20b24.json	city	Ilorin	Ilorin, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.475251, 8.414557], [4.475251, 8.545302], [4.625297, 8.545302], [4.625297, 8.414557]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 16:17:31 +0000 2020	1238499442053074948	1238499442053074948	Encouraging public buses will help reduce emission from individual cars, right?Now that we have #CoronaOutbreak s… https://t.co/MUmEo7M1ha	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '59b27337f38d658b', 'url': 'https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json', 'place_type': 'country', 'name': 'Nigeria', 'full_name': 'Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]}, 'attributes': {}}	None	4706848679	4706848679	Baliqees Salaudeen | #ClimateAction	humanitarian_bs	Abuja, Nigeria	🙋‍♀️Hi, I am a concerned GlobalCitizen &an Idealist taking GlobalActions to solve Global Issues Locally for ALL!!! 2020 ‘100 Women Creating a Better Africa’🌹	59b27337f38d658b	https://api.twitter.com/1.1/geo/id/59b27337f38d658b.json	country	Nigeria	Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 4.197406], [2.665436, 13.888115], [14.677795, 13.888115], [14.677795, 4.197406]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:59:01 +0000 2020	1238494784924323842	1238494784924323842	I hope this world is not ending anytime soon 😪 because I no know Wetin Dey occur again o 🙅🏽‍♂️.. Now this is Senega… https://t.co/q56C51BEgb	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	830213095159128064	830213095159128064	BLAZE OF LAGOS🔥🔥	campusblaze	0222870534 GTB	DM for PROMOTIONS 🔥 🔥 🔥 email me: @azeezibrahim200@gmail.com for your music promotions all at affordable RATES!!! VERY VERY CHEAP /Davido’s FAN/ 1xbetpartner	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:44:29 +0000 2020	1238491128581758976	1238491128581758976	Unilag Students Howfar? The Crowd At Sport Centre Currently Is Too Much. Corona Virus is Real, Stay Sade Out There 👍#CoronaOutbreak	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	1700370306	1700370306	KAMPUS FLOWZ.	kampusflowz	Lagos,Nigeria, Ghana,London.	AWARD WINNING SOCIAL MEDIA OUTFIT »Latest News Around Campuses»Creative Content Creator • Hypes»Event Publicity● The FLOWZ company. 09073723849 #TEAMFOLLOWBACK	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:42:25 +0000 2020	1238490608936902660	1238490608936902660	France, Nigeria , Kenya or any part of the world. We must all stick together.#CoronaOutbreak #coronavirusinKenya… https://t.co/trbHOYeqDZ	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1238490603828150274	1238490603828150274	374321124	374321124	StarboyyMIEezy	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	374321124	374321124	MIEeZY 🦅💜💡🦍	StarboyyMIEezy	Toronto, Ontario	musician||songwriter||political scientist||Sex enthusiast Fiercely ICON 💡#EndSars✊🏼https://www.instagram.com/iam_starboyymieezy?r=nametag	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:40:05 +0000 2020	1238490022149529600	1238490022149529600	3 ply and N95 #FaceMaskForSale #facemasks available for sale. #COVIDー19 #CoronaOutbreak #CoronaVirusUpdate https://t.co/R4c9krTy35	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	87102001	87102001	Burnt_Offering	adonispeniel	Lagos State 	The KEBRA NEGAST! Promoting brotherliness and care. Lend a helping hand, put a smile on someone's face and life. 🤴 and 👸.	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:36:53 +0000 2020	1238489214628626438	1238489214628626438	@Crhedrys After viewing this, I don't trust movies like BIRD BOX &amp; A QUIET PLACE anymore 🙆‍♀️😳 #CoronaOutbreak	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	1238181911056527361	1238181911056527361	204298812	204298812	Crhedrys	None	None	{'id': '014a875e27311e81', 'url': 'https://api.twitter.com/1.1/geo/id/014a875e27311e81.json', 'place_type': 'admin', 'name': 'Kaduna', 'full_name': 'Kaduna, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.086587, 8.996574], [6.086587, 11.524381], [8.816134, 11.524381], [8.816134, 8.996574]]]}, 'attributes': {}}	None	3136433408	3136433408	MaiJama'a2023✊	proffellah	Nigeria	Engr| CEO Proffellah Inv Nig Ltd| MD Hajmaib Enterprise| Politics| Madridista| Nationalist| Factual poet| Sapiosexual| A Biz mogul in the making 🙏| Rasul SAW ❤	014a875e27311e81	https://api.twitter.com/1.1/geo/id/014a875e27311e81.json	admin	Kaduna	Kaduna, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.086587, 8.996574], [6.086587, 11.524381], [8.816134, 11.524381], [8.816134, 8.996574]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:31:16 +0000 2020	1238487802247106564	1238487802247106564	Coronavirus lives on the hand for 10 minutes so putting an alcohol sterilizer in the pocket Meets the purpose of pr… https://t.co/UDhX9T52jl	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	588322711	588322711	Victor Perry	Dr_Hackie	Abuja	CEO Photosynthesis Media       Entrepreneur...                                      Medics IG: @doctorhackie Leo ♌.	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:24:51 +0000 2020	1238486187247046656	1238486187247046656	Coronavirus when it falls on the fabric remains 9 hours...so washing clothes or being exposed to the sun for two ho… https://t.co/oQL5aQp3SN	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	588322711	588322711	Victor Perry	Dr_Hackie	Abuja	CEO Photosynthesis Media       Entrepreneur...                                      Medics IG: @doctorhackie Leo ♌.	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:23:43 +0000 2020	1238485899329122306	1238485899329122306	Since Nigerians blood composition is making it difficult for coronavirus to survive, maybe we should proffer blood… https://t.co/3aDxjPww9L	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '012d63e97ff5a7b5', 'url': 'https://api.twitter.com/1.1/geo/id/012d63e97ff5a7b5.json', 'place_type': 'city', 'name': 'Jos', 'full_name': 'Jos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.833711, 9.858109], [8.833711, 9.967489], [8.938928, 9.967489], [8.938928, 9.858109]]]}, 'attributes': {}}	None	3008918570	3008918570	THEOPHILUS	Theo_Agbolade	None	I don't care much for apologies and pleasantries.Now that you're here hit the follow button cos I follow right back.	012d63e97ff5a7b5	https://api.twitter.com/1.1/geo/id/012d63e97ff5a7b5.json	city	Jos	Jos, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.833711, 9.858109], [8.833711, 9.967489], [8.938928, 9.967489], [8.938928, 9.858109]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:23:34 +0000 2020	1238485865409716225	1238485865409716225	#CoronaOutbreakMy worry is that people may be suffering and dying of #coronavirus in Nigeria without being diagnos… https://t.co/jgVB2UPd0J	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00dfa50d5c526a40', 'url': 'https://api.twitter.com/1.1/geo/id/00dfa50d5c526a40.json', 'place_type': 'city', 'name': 'Owerri', 'full_name': 'Owerri, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.982078, 5.452272], [6.982078, 5.544814], [7.077598, 5.544814], [7.077598, 5.452272]]]}, 'attributes': {}}	None	1882233824	1882233824	Pæs.kəl	CallMePaschal	Canada	B-journalist- Business Enthusiast - Cruise - Ambitious & Adventurous	00dfa50d5c526a40	https://api.twitter.com/1.1/geo/id/00dfa50d5c526a40.json	city	Owerri	Owerri, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.982078, 5.452272], [6.982078, 5.544814], [7.077598, 5.544814], [7.077598, 5.452272]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:21:11 +0000 2020	1238485262721789952	1238485262721789952	Nigeria my country! A place where they repair transformer with generator.....Wawuu!!😂#FridayThoughts… https://t.co/NSJgLXHFaR	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	1237115575517790209	1237115575517790209	Phestoos	Phes2s	Abuja	Software Engineer | Mobile App Developer | Java Web Developer 🍵🍵AlphaGeek	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 15:15:22 +0000 2020	1238483798779723779	1238483798779723779	The virus does not settle in the air but is grounded...so it is not transmitted by air. #CoronaOutbreak #CoronaVirusUpdate #COVID19Nigeria	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	588322711	588322711	Victor Perry	Dr_Hackie	Abuja	CEO Photosynthesis Media       Entrepreneur...                                      Medics IG: @doctorhackie Leo ♌.	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:59:32 +0000 2020	1238479816028041218	1238479816028041218	I knew from Time #Corona #CoronaOutbreak #COVID19 is not in Nigeria. #Nigeria Our sk8n can't resist the virus. W… https://t.co/KyhNkm2SKG	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e9308446d7928e', 'url': 'https://api.twitter.com/1.1/geo/id/01e9308446d7928e.json', 'place_type': 'city', 'name': 'Ikorudu', 'full_name': 'Ikorudu, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.437444, 6.529347], [3.437444, 6.722446], [3.573382, 6.722446], [3.573382, 6.529347]]]}, 'attributes': {}}	None	1324216591	1324216591	Hamidah Adedoyin	Tinytuneoficial	Nigeria	Production Manager/OAP @TungbaFm 100.9,VOA,Broadcastpreneur.CEO Dominion Development CentreHamiade@yahoo.com, Dominiondevelopmentcentre@gmail.com	01e9308446d7928e	https://api.twitter.com/1.1/geo/id/01e9308446d7928e.json	city	Ikorudu	Ikorudu, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.437444, 6.529347], [3.437444, 6.722446], [3.573382, 6.722446], [3.573382, 6.529347]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:49:36 +0000 2020	1238477317288210435	1238477317288210435	Corona virus when it comes in contact with blacks. #Corvid_19 #CoronaOutbreak https://t.co/gLCnKElsfU	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00578fa8439c228a', 'url': 'https://api.twitter.com/1.1/geo/id/00578fa8439c228a.json', 'place_type': 'admin', 'name': 'Ogun', 'full_name': 'Ogun, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.665436, 6.287653], [2.665436, 7.976315], [4.618962, 7.976315], [4.618962, 6.287653]]]}, 'attributes': {}}	None	2218959401	2218959401	Syntactic Sugar	Joules_____	OUTSIDE	Jesus didn't die for most of the things I see here...i have Serena's Ass as my header | Mans red 🔴 | IFB!	00578fa8439c228a	https://api.twitter.com/1.1/geo/id/00578fa8439c228a.json	admin	Ogun	Ogun, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.665436, 6.287653], [2.665436, 7.976315], [4.618962, 7.976315], [4.618962, 6.287653]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 14:49:18 +0000 2020	1238477241824219136	1238477241824219136	Manchester United midfielder @paulpogba has urged supporters to use his trademark 'dab' celebration as a way to com… https://t.co/zNwqW9KgLX	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '006c6743642cb09c', 'url': 'https://api.twitter.com/1.1/geo/id/006c6743642cb09c.json', 'place_type': 'city', 'name': 'Kaduna', 'full_name': 'Kaduna, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.356623, 10.425262], [7.356623, 10.597228], [7.488022, 10.597228], [7.488022, 10.425262]]]}, 'attributes': {}}	None	974753346581094400	974753346581094400	Teejayarc ❁	Teejayarc	Kaduna, Nigeria	Art & Graphics designer💻 DM for Bookings & Contact✉ Architect📐/Surveyor💰 Writer📝 Abusite📚 NG🇳🇬 HausaYoruba👳🏽‍♀️👱🏽‍♂️ MAN UTD🔴⚽️ IG:@Teejayarc	006c6743642cb09c	https://api.twitter.com/1.1/geo/id/006c6743642cb09c.json	city	Kaduna	Kaduna, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.356623, 10.425262], [7.356623, 10.597228], [7.488022, 10.597228], [7.488022, 10.425262]]]	NULL	NULL	NULL	NULL	en
